Credit_Score,Income,Employment_Status,Assets,Loan_Amount,Loan_Term
817,9400000, Yes,3600000,20000000,12
799,6100000, No,7100000,15300000,2
655,7500000, Yes,13000000,21400000,20
546,4100000, No,3500000,16200000,6
745,8500000, No,11000000,30800000,14
884,4300000, No,6500000,16900000,8
822,9300000, No,20900000,22000000,4
623,6000000, No,4300000,18700000,2
361,5300000, Yes,300000,18900000,16
778,7400000, Yes,17000000,16200000,2
779,1100000, Yes,600000,3800000,8
594,6600000, Yes,4800000,20700000,4
530,8200000, No,15000000,28300000,2
324,3300000, No,5300000,9300000,12
394,2500000, Yes,6700000,9000000,10
816,3300000, Yes,7100000,10400000,12
423,1000000, No,1700000,2300000,16
539,6200000, Yes,5600000,12800000,2
554,7000000, No,16900000,21000000,20
523,7000000, Yes,5300000,19000000,6
852,5300000, Yes,400000,12000000,10
505,1800000, Yes,3900000,3700000,2
430,2300000, Yes,6600000,7900000,10
784,4000000, No,3200000,9200000,16
380,8900000, No,16500000,24000000,6
565,8000000, No,1600000,18600000,20
446,7900000, Yes,17900000,26900000,14
406,6700000, Yes,6900000,20200000,8
712,2400000, No,6800000,6000000,6
729,8600000, No,300000,22600000,14
508,5300000, Yes,11200000,14600000,20
648,7400000, No,7100000,24900000,20
346,8700000, Yes,1200000,18700000,10
394,8200000, No,9600000,18500000,4
501,3700000, Yes,2600000,9700000,12
655,9200000, Yes,3000000,36300000,2
662,6100000, No,10200000,20900000,4
820,8800000, Yes,700000,30800000,20
521,9200000, No,8300000,18900000,10
473,7200000, No,21100000,27900000,12
561,600000, No,900000,1200000,10
461,8000000, No,5900000,23100000,20
715,6900000, Yes,2100000,13800000,16
440,4300000, Yes,6200000,15600000,18
749,8500000, Yes,9600000,24900000,18
787,8600000, No,11700000,17400000,2
748,6300000, No,17700000,13900000,18
321,5800000, Yes,1700000,13600000,12
303,1000000, Yes,1000000,2300000,10
682,1700000, Yes,2400000,5400000,8
638,3200000, No,1000000,8600000,18
440,7500000, Yes,17200000,16600000,14
873,2000000, Yes,1400000,6600000,10
437,9100000, No,6300000,19700000,20
796,8400000, Yes,17900000,19700000,8
824,7100000, No,2400000,27200000,16
338,200000, No,100000,800000,6
575,5000000, Yes,12800000,14900000,12
773,4500000, Yes,6300000,16900000,8
733,5100000, Yes,0,19700000,2
475,4100000, Yes,5400000,10600000,14
677,7200000, No,10600000,15000000,10
403,7800000, No,12600000,17700000,6
767,7500000, Yes,13200000,25300000,12
813,6400000, Yes,3900000,21000000,2
597,7000000, No,19900000,25700000,20
896,9000000, Yes,7100000,31100000,8
810,4400000, Yes,13200000,13900000,6
337,900000, No,1700000,2000000,14
792,9800000, No,15900000,26900000,18
784,600000, No,300000,1600000,6
434,9700000, Yes,19600000,30100000,12
384,8400000, Yes,13900000,32600000,10
642,8300000, No,11500000,24900000,10
314,7900000, No,22000000,29900000,8
606,8600000, No,3700000,25900000,2
843,6700000, Yes,12700000,17600000,14
778,2700000, No,6800000,7400000,10
718,6600000, No,12600000,25600000,8
437,7100000, Yes,9600000,20800000,20
586,300000, Yes,0,700000,10
777,2200000, No,6100000,7000000,6
525,8700000, Yes,7800000,31700000,12
632,7200000, No,4600000,23100000,12
337,2000000, No,1300000,4800000,20
458,8600000, Yes,22400000,27900000,8
364,2300000, Yes,4500000,5400000,8
499,9600000, Yes,28500000,29800000,16
887,1900000, Yes,2000000,6500000,16
882,2100000, No,3900000,6300000,16
817,3900000, Yes,900000,8700000,8
704,200000, Yes,500000,300000,10
742,1900000, Yes,1200000,4500000,12
393,3200000, Yes,4700000,11600000,4
828,1100000, No,700000,4300000,18
779,8000000, Yes,2600000,21500000,12
860,6100000, Yes,13900000,21700000,6
432,3200000, No,6500000,10600000,2
532,9000000, Yes,21000000,30400000,20
678,1200000, Yes,1500000,3200000,2
601,7900000, No,17700000,27000000,6
807,7700000, Yes,2900000,23100000,8
879,4400000, No,7800000,16500000,16
665,3100000, No,2000000,11200000,18
697,2600000, Yes,5100000,9300000,16
867,5500000, No,5000000,21700000,14
544,5700000, No,10500000,15500000,8
482,6100000, No,9400000,20700000,20
857,8200000, No,13400000,22500000,18
549,6000000, No,17900000,21200000,12
720,8000000, Yes,23700000,30600000,10
302,2000000, No,1500000,4800000,8
669,1300000, Yes,400000,2900000,12
591,7000000, No,6700000,27100000,6
440,4100000, No,7500000,15300000,6
890,8000000, No,15800000,26200000,16
663,8100000, No,8800000,28000000,8
433,9500000, Yes,10000000,22600000,14
317,9200000, No,14200000,22500000,10
360,3900000, No,2600000,14700000,16
727,9100000, No,20800000,26200000,8
685,3000000, Yes,2900000,8300000,4
373,2000000, No,2000000,4300000,8
469,6300000, No,13300000,14600000,8
548,4100000, Yes,8800000,10900000,8
618,9800000, No,1200000,29400000,20
658,5200000, No,1200000,15400000,8
781,7600000, No,21300000,28700000,18
715,9200000, No,11100000,35500000,2
409,2200000, No,300000,8100000,4
504,8300000, Yes,100000,20600000,10
428,6100000, Yes,2900000,21600000,16
704,4500000, No,6400000,16600000,20
834,6600000, No,18800000,18800000,12
694,8900000, No,15400000,34900000,14
453,3900000, Yes,9800000,13300000,20
404,8900000, Yes,22300000,35400000,14
776,6400000, No,500000,22300000,12
526,9500000, Yes,24600000,28700000,16
641,300000, Yes,700000,1000000,8
582,4100000, No,10900000,12300000,6
778,8100000, No,4100000,20800000,18
763,9900000, No,23700000,28400000,10
650,4800000, No,7000000,19000000,12
820,2900000, Yes,6700000,9700000,2
824,3500000, Yes,8400000,13500000,12
718,4900000, Yes,11800000,12600000,4
313,5100000, Yes,5900000,13300000,14
751,7300000, No,1400000,26200000,10
520,200000, Yes,100000,300000,18
355,1400000, No,2100000,4700000,4
314,8700000, Yes,7700000,33600000,14
728,2800000, Yes,1000000,5900000,20
564,9100000, Yes,26600000,30100000,14
699,6800000, Yes,19900000,15300000,14
624,5000000, Yes,6700000,17000000,6
795,4400000, Yes,8700000,16800000,14
703,8400000, Yes,2500000,18600000,20
394,7800000, No,3600000,17300000,4
779,4800000, Yes,5200000,9900000,14
405,3200000, No,1000000,8800000,4
612,2300000, Yes,6700000,6700000,16
448,9200000, Yes,22300000,28100000,10
506,4700000, Yes,1300000,13700000,6
776,8000000, Yes,16600000,30400000,2
730,2600000, Yes,800000,8600000,6
730,200000, No,0,800000,20
345,7300000, No,6100000,17200000,2
847,3300000, No,7800000,11800000,2
398,8300000, No,18500000,23300000,20
307,4100000, Yes,8800000,9600000,2
852,7300000, No,9400000,23700000,16
364,9300000, No,12200000,27500000,6
552,4300000, Yes,3400000,15200000,12
421,2600000, No,4200000,8100000,2
588,2900000, No,5900000,9800000,12
763,900000, Yes,2300000,3500000,6
823,4900000, Yes,12600000,17500000,20
642,7700000, No,16800000,24800000,10
647,4700000, No,10400000,16800000,12
886,3000000, No,2600000,8900000,20
518,9700000, No,26200000,26200000,4
515,6900000, Yes,10800000,26800000,20
340,3800000, Yes,1800000,12400000,8
521,600000, Yes,0,1700000,14
330,1200000, Yes,400000,2900000,12
474,7800000, Yes,8900000,26800000,2
898,9000000, No,500000,35100000,6
436,2800000, No,3600000,9100000,12
326,7800000, No,22800000,21300000,10
876,4700000, Yes,11800000,9500000,18
597,4600000, No,11400000,17500000,20
436,5100000, No,11400000,16100000,14
640,6100000, Yes,16800000,22800000,18
302,6000000, No,12200000,22900000,16
476,8400000, No,15200000,23200000,16
393,9300000, No,4300000,22000000,14
506,4200000, No,9300000,10300000,10
418,9600000, No,6700000,37800000,10
865,5600000, No,14900000,13400000,6
703,7800000, No,500000,28600000,2
568,4500000, Yes,6900000,12600000,2
425,2400000, No,1100000,5900000,2
305,3900000, No,5000000,11300000,12
456,9600000, Yes,17300000,20600000,6
602,900000, No,600000,2600000,2
814,1100000, Yes,1400000,3800000,20
640,6400000, No,10000000,24900000,2
817,4600000, No,7200000,15000000,4
361,7600000, No,13800000,29800000,20
839,6800000, No,1900000,20100000,14
592,7100000, No,5100000,27000000,20
498,6700000, Yes,12900000,24700000,6
847,5800000, Yes,5100000,12400000,6
643,8600000, Yes,1000000,29400000,16
389,3500000, Yes,8300000,10600000,4
381,4800000, Yes,400000,17500000,20
400,6100000, Yes,9200000,14400000,16
718,5200000, Yes,11700000,12700000,16
309,4100000, Yes,8200000,12400000,8
838,3200000, No,2200000,7400000,2
678,7500000, Yes,8800000,21600000,14
826,1500000, Yes,3200000,4500000,14
348,1200000, Yes,1200000,3100000,16
476,8400000, Yes,24700000,19700000,6
666,7900000, Yes,4600000,26300000,8
896,2100000, Yes,100000,4300000,20
547,2500000, No,800000,7000000,20
405,3700000, Yes,5900000,13900000,2
498,1100000, No,400000,4000000,16
779,6500000, No,7000000,24800000,8
403,8200000, Yes,11500000,31500000,8
709,5000000, No,11300000,12400000,8
507,1500000, No,2600000,6000000,6
368,3700000, No,3400000,9100000,18
760,4100000, Yes,4700000,14600000,16
796,7200000, No,6600000,16800000,6
876,2000000, No,500000,5000000,6
673,2000000, No,800000,4700000,14
747,5100000, Yes,5000000,11500000,4
589,6000000, No,9000000,13600000,12
382,4900000, No,13600000,18100000,8
900,900000, Yes,1300000,2300000,12
628,7500000, Yes,3500000,25000000,18
667,6400000, No,13500000,25000000,12
778,8700000, Yes,8500000,26400000,2
831,7300000, Yes,18500000,17200000,18
320,7400000, No,19800000,27100000,4
656,2700000, No,7700000,9300000,16
896,3400000, No,4200000,8900000,6
320,2100000, Yes,3300000,7400000,4
751,3100000, No,5500000,10500000,10
523,4700000, No,10600000,17400000,2
584,3100000, No,7700000,10500000,6
630,5700000, No,3000000,20400000,2
472,2300000, Yes,4400000,8000000,14
802,6600000, Yes,14600000,18500000,16
547,2700000, Yes,5000000,6400000,18
726,800000, Yes,2000000,2800000,16
712,6600000, No,2300000,18500000,8
790,3900000, No,10600000,10700000,6
396,200000, No,0,600000,16
831,2000000, No,1300000,4200000,6
632,9100000, Yes,4200000,20900000,20
527,4700000, No,13300000,10800000,8
708,3200000, Yes,8900000,11100000,6
829,1700000, No,200000,4200000,14
854,2600000, No,4500000,8100000,12
899,2700000, Yes,2400000,6700000,14
589,3600000, Yes,3600000,13400000,6
571,7200000, Yes,4700000,26000000,6
708,2500000, Yes,6900000,6400000,6
328,5500000, No,2400000,19600000,16
564,9200000, Yes,20800000,33500000,8
693,9000000, No,18300000,19000000,8
626,5900000, Yes,16400000,15000000,14
470,5600000, No,9900000,15600000,12
849,3200000, Yes,400000,12500000,8
547,9100000, No,21900000,27800000,16
417,4600000, Yes,5600000,15100000,2
358,7300000, No,13600000,14900000,2
826,1300000, Yes,200000,3100000,16
836,1800000, No,1300000,4200000,6
509,500000, No,400000,1700000,10
581,5700000, Yes,15200000,20500000,20
359,300000, No,100000,1100000,4
517,2100000, Yes,1200000,7100000,10
442,5700000, Yes,11700000,20100000,14
346,1100000, Yes,1900000,2700000,16
742,9300000, No,4200000,34000000,6
626,3500000, Yes,7100000,8100000,10
619,8200000, Yes,9000000,28800000,4
734,7500000, Yes,9100000,17900000,20
420,7000000, Yes,15100000,25600000,6
600,3900000, Yes,3900000,8300000,18
440,4700000, Yes,4000000,13200000,12
820,1700000, Yes,1700000,5200000,16
437,2500000, No,5800000,7800000,8
468,400000, Yes,700000,1400000,12
368,2400000, Yes,2200000,9100000,8
871,5700000, No,3200000,21900000,2
816,9800000, No,21800000,37900000,4
773,9000000, No,10600000,32800000,4
576,800000, No,1200000,3000000,14
673,1600000, No,1900000,4500000,14
760,9800000, Yes,21500000,34100000,20
678,2900000, Yes,3400000,7500000,12
893,3900000, Yes,6000000,12000000,14
754,3300000, Yes,6100000,9000000,18
617,700000, Yes,1600000,2200000,8
661,8400000, Yes,14600000,29500000,20
356,4000000, Yes,10500000,12100000,12
811,1900000, Yes,1100000,6300000,16
730,3900000, No,9200000,14600000,2
792,7400000, No,5300000,18000000,2
798,5900000, Yes,15900000,16000000,6
490,1400000, No,600000,2900000,12
448,1800000, Yes,2900000,5500000,6
525,1000000, Yes,1900000,3100000,6
415,7400000, No,2200000,19200000,20
496,2700000, No,800000,10600000,16
543,3600000, Yes,2900000,13100000,8
520,7000000, No,4700000,18400000,12
307,5000000, Yes,5300000,18000000,14
502,1800000, No,1400000,5700000,14
505,4700000, Yes,3400000,12000000,6
304,6700000, Yes,14400000,23100000,4
719,5800000, No,5800000,17500000,10
855,5900000, Yes,13400000,22700000,18
593,6000000, No,6800000,15800000,18
523,700000, Yes,700000,1400000,10
385,3700000, Yes,10600000,13100000,14
783,7100000, Yes,3900000,19300000,6
538,1100000, Yes,400000,3900000,2
506,9500000, Yes,16800000,20100000,2
461,2200000, Yes,1400000,8600000,2
666,5500000, Yes,3800000,20000000,8
561,4400000, Yes,5500000,16300000,20
345,5000000, No,12300000,10800000,10
862,6100000, Yes,11300000,12500000,14
686,8100000, No,20400000,22300000,10
708,7000000, Yes,17600000,19600000,8
656,5600000, No,9600000,14800000,20
743,1800000, No,2600000,7000000,14
408,3600000, No,10100000,12100000,14
408,600000, No,1000000,1300000,14
439,4900000, Yes,7500000,16500000,12
415,3000000, Yes,2000000,7100000,6
490,3800000, Yes,3300000,10600000,12
884,7600000, Yes,13300000,30000000,16
425,7800000, No,3000000,25400000,18
730,6800000, No,17500000,21700000,20
657,5900000, Yes,1500000,17300000,20
480,4900000, No,2200000,16800000,10
356,1100000, Yes,1300000,3100000,16
629,9800000, Yes,28000000,36000000,12
667,1200000, Yes,1100000,4700000,2
559,4700000, No,7500000,11500000,18
791,6700000, No,0,16000000,4
538,3700000, Yes,6200000,11300000,6
358,7400000, No,16700000,16000000,20
439,3300000, No,4000000,11700000,14
503,4800000, Yes,3300000,15300000,12
810,4600000, Yes,11200000,11900000,6
302,8000000, Yes,12700000,30600000,14
300,4100000, No,10900000,8800000,18
612,2600000, No,1300000,7200000,16
686,1300000, No,2700000,5000000,6
409,2300000, Yes,3300000,4900000,12
492,300000, No,800000,900000,6
498,7000000, Yes,6600000,21700000,20
611,4400000, Yes,8600000,10900000,18
776,5100000, Yes,7600000,11800000,6
779,5900000, No,10800000,13000000,6
560,7800000, Yes,3600000,27200000,16
308,2200000, Yes,3200000,5100000,6
786,5400000, No,300000,12600000,18
597,7400000, No,12100000,29100000,8
811,5800000, No,9400000,12000000,12
862,5800000, Yes,11300000,13000000,12
369,4800000, Yes,3200000,14200000,12
687,7400000, Yes,20800000,23900000,4
500,9600000, Yes,21500000,19600000,12
746,200000, Yes,400000,500000,6
619,700000, No,1900000,2100000,14
692,7600000, No,9900000,16700000,20
321,1400000, Yes,900000,3300000,18
730,3800000, Yes,10800000,15000000,14
480,2700000, No,4400000,10800000,6
753,5000000, Yes,12600000,10700000,2
637,9000000, Yes,11300000,28900000,6
483,3700000, No,9300000,9000000,6
315,300000, Yes,700000,1100000,4
777,1800000, No,2200000,4100000,8
402,7900000, No,20900000,17700000,4
493,2100000, Yes,4300000,7700000,8
355,900000, Yes,1700000,3100000,4
557,9900000, No,18300000,23600000,18
606,5600000, Yes,7100000,20000000,20
743,6000000, Yes,8800000,12200000,16
579,5700000, No,12800000,18400000,4
734,9000000, Yes,2800000,33100000,20
490,7300000, No,7600000,16100000,2
802,5300000, No,11200000,20500000,16
867,3500000, Yes,500000,7400000,16
302,1000000, No,2200000,2200000,12
867,5100000, No,1800000,19900000,12
312,2900000, Yes,1800000,9900000,8
762,7600000, No,14800000,19100000,14
462,6000000, Yes,15400000,14700000,18
849,6300000, No,4300000,18200000,18
592,1900000, No,2300000,7400000,18
507,600000, No,200000,1400000,4
505,4100000, Yes,8100000,11400000,14
467,800000, Yes,900000,3200000,8
543,6600000, No,2500000,22900000,16
674,300000, Yes,600000,1100000,12
717,6100000, No,15700000,13500000,2
666,4800000, Yes,6800000,17000000,10
830,4500000, No,200000,17300000,18
383,3800000, No,8300000,9400000,16
584,7000000, Yes,13000000,18900000,8
799,4400000, No,6300000,14200000,18
510,5300000, No,14700000,19400000,6
572,2600000, Yes,5800000,5900000,6
554,3300000, No,6000000,13100000,2
344,1200000, Yes,2900000,4800000,6
881,4300000, No,9100000,8600000,8
514,8400000, Yes,2500000,27200000,10
796,600000, No,1000000,1800000,18
802,4700000, Yes,2300000,16200000,12
375,4200000, No,1300000,12500000,20
871,4300000, No,4100000,14700000,2
439,800000, No,100000,2900000,2
438,9300000, Yes,24800000,32000000,8
468,6200000, No,3300000,13700000,2
645,3500000, Yes,10400000,10200000,12
700,3600000, Yes,4400000,9200000,18
348,9500000, Yes,3500000,36700000,16
877,600000, Yes,1400000,1400000,10
899,3800000, Yes,7800000,14900000,6
610,1400000, Yes,1200000,3500000,12
742,6300000, No,1500000,23900000,4
801,2800000, Yes,4000000,6600000,18
533,5400000, Yes,13800000,17100000,2
656,6300000, Yes,12700000,23900000,16
785,3900000, Yes,10900000,14300000,18
332,4200000, Yes,7000000,15700000,2
768,3100000, No,400000,8100000,18
640,3400000, No,7700000,8600000,6
885,1500000, No,100000,3100000,6
772,900000, Yes,2300000,2000000,18
665,7800000, Yes,1000000,25600000,4
454,3500000, Yes,8300000,10500000,20
698,8400000, No,20600000,32500000,14
332,6400000, Yes,3600000,21300000,20
536,9600000, No,18700000,28300000,6
796,2100000, Yes,2400000,6500000,10
486,6000000, Yes,12100000,19900000,8
422,8300000, Yes,8000000,16800000,18
501,5300000, Yes,6700000,18500000,6
666,9700000, Yes,15100000,23500000,4
371,8200000, Yes,19000000,16500000,18
312,3400000, No,1800000,6900000,14
753,2800000, No,3900000,11000000,12
740,2400000, Yes,6300000,5200000,16
366,8200000, No,10900000,24000000,4
526,4200000, No,11600000,11100000,8
354,5500000, Yes,16000000,14800000,10
719,2900000, Yes,7900000,6300000,6
774,6300000, No,15600000,20100000,12
732,9700000, Yes,4700000,29100000,18
862,6500000, No,2000000,16000000,6
613,4900000, No,6800000,10800000,18
447,6900000, Yes,4100000,16500000,6
730,1100000, Yes,300000,3000000,4
568,7800000, Yes,-100000,29600000,14
495,8200000, Yes,23000000,23600000,6
854,6700000, Yes,3000000,23600000,14
548,7400000, Yes,16700000,15200000,10
779,1200000, No,600000,2700000,14
564,9500000, No,17400000,24800000,2
571,4000000, Yes,3500000,8200000,2
778,8600000, Yes,21500000,32600000,8
808,9100000, Yes,25800000,28400000,12
770,7100000, Yes,19200000,18600000,20
612,9000000, No,0,28400000,4
819,1400000, Yes,1200000,2700000,14
627,8800000, No,24200000,20200000,6
359,5400000, Yes,12300000,14700000,4
341,6100000, No,5700000,19100000,6
570,1000000, No,1000000,3600000,4
736,7700000, Yes,7800000,18100000,20
302,6100000, Yes,8900000,12900000,2
420,7700000, Yes,16100000,21000000,12
416,4700000, Yes,5800000,12000000,2
836,9100000, Yes,21300000,34800000,20
528,5800000, Yes,8400000,12700000,12
405,8500000, No,1900000,24900000,2
783,9900000, Yes,16600000,33400000,14
636,2000000, Yes,2100000,4000000,10
711,5000000, Yes,6300000,16800000,6
848,3200000, Yes,5500000,11800000,16
804,8000000, Yes,7900000,27800000,8
892,1200000, Yes,3200000,2800000,14
696,5800000, Yes,12100000,22800000,14
888,2500000, No,7400000,7600000,20
699,600000, Yes,400000,1400000,10
865,4900000, No,13300000,13000000,10
383,9400000, Yes,7800000,37300000,14
368,5300000, No,14700000,19300000,16
607,5100000, No,6000000,15800000,4
827,2900000, Yes,400000,8900000,18
672,9100000, No,8600000,34000000,12
708,8800000, Yes,16000000,26700000,12
682,2600000, No,4500000,8800000,10
741,9700000, Yes,21900000,25500000,18
343,600000, Yes,100000,1200000,8
785,4100000, Yes,6800000,11100000,16
830,8000000, Yes,22400000,28000000,20
696,8800000, No,12900000,26700000,16
697,200000, No,600000,300000,12
351,3800000, Yes,100000,11700000,2
556,6800000, No,16400000,21800000,10
895,8600000, No,22600000,31800000,2
534,2800000, Yes,8300000,8400000,10
736,8000000, No,600000,29800000,12
629,2300000, Yes,4600000,5500000,16
657,7600000, Yes,1900000,16200000,20
839,2900000, No,700000,11300000,12
589,7900000, No,4300000,25700000,18
805,1900000, No,2200000,4500000,6
729,4600000, Yes,1300000,13600000,20
399,2600000, No,3700000,7700000,6
413,2700000, No,7600000,6700000,8
321,6300000, Yes,6700000,13200000,16
853,2600000, Yes,4200000,7500000,2
400,7700000, Yes,3900000,23400000,6
630,7400000, Yes,11200000,16300000,16
557,7300000, Yes,1900000,21600000,20
358,2900000, No,800000,7600000,2
510,6600000, Yes,1200000,16000000,10
554,2700000, Yes,5800000,9600000,14
596,8300000, Yes,20500000,27700000,4
659,4900000, No,8800000,18500000,8
322,7900000, Yes,10600000,30700000,10
852,8800000, Yes,8000000,21300000,14
653,4000000, No,5800000,14100000,18
737,3900000, Yes,2800000,9200000,12
583,7700000, Yes,9300000,18900000,2
873,3800000, Yes,5100000,10000000,16
595,8000000, No,4500000,27000000,20
871,3400000, Yes,6500000,11300000,20
603,5500000, Yes,3300000,18800000,12
801,7700000, No,6200000,29300000,14
723,4000000, No,200000,9400000,4
630,5900000, Yes,2300000,22600000,18
368,2600000, Yes,3600000,9900000,20
759,6600000, No,8900000,22200000,12
382,1000000, Yes,2200000,3000000,18
645,800000, Yes,900000,2800000,16
878,3200000, No,6700000,6300000,6
350,8400000, No,18700000,23400000,12
720,5800000, Yes,4900000,17600000,6
673,7300000, Yes,13700000,28100000,10
448,3900000, No,100000,8000000,6
720,4600000, Yes,0,16000000,4
300,3600000, No,5200000,12300000,2
520,7500000, No,4600000,28700000,20
794,5200000, No,3200000,15000000,12
875,4400000, Yes,5900000,10000000,8
533,5100000, Yes,6700000,12900000,14
776,6000000, No,13800000,23600000,6
706,3800000, No,1000000,11400000,6
710,2800000, No,600000,10900000,2
333,6500000, Yes,8100000,18300000,4
787,1600000, Yes,1000000,6400000,4
569,5500000, No,13500000,18600000,12
427,9600000, Yes,7200000,20100000,16
640,7000000, No,11500000,27800000,16
312,4000000, No,3500000,8100000,16
464,8100000, Yes,13600000,30900000,12
490,6600000, Yes,6100000,22800000,8
431,4100000, No,6200000,10200000,12
500,6600000, No,8600000,24800000,4
511,5100000, No,2700000,12200000,14
691,8200000, No,5800000,25200000,18
696,9500000, Yes,25500000,24400000,14
437,7600000, Yes,10000000,27600000,2
335,8400000, Yes,6700000,20800000,12
671,7600000, No,4600000,25100000,4
621,1400000, Yes,3100000,3700000,12
455,2700000, Yes,4700000,6800000,10
856,200000, Yes,500000,500000,10
892,600000, No,700000,2100000,16
819,5200000, No,3400000,12900000,16
308,5100000, Yes,8700000,11600000,10
889,9200000, Yes,26900000,18600000,2
713,6500000, No,6700000,23200000,18
665,8500000, No,3600000,21000000,6
837,2000000, No,1300000,6000000,12
395,7500000, Yes,200000,18000000,20
632,7500000, Yes,21700000,28900000,10
497,2000000, No,5100000,4300000,16
694,1400000, Yes,3800000,2700000,14
882,1700000, Yes,3100000,5600000,2
504,5300000, Yes,10600000,14900000,6
747,8900000, No,20600000,30100000,2
462,9700000, No,11500000,35300000,4
538,9000000, No,11100000,25900000,4
664,8500000, Yes,5700000,30900000,6
524,3500000, No,8800000,10900000,4
464,500000, No,1100000,1400000,6
807,8900000, No,2300000,19100000,6
622,7800000, Yes,6000000,27200000,18
827,9800000, Yes,2400000,27800000,6
687,5200000, No,11900000,19000000,14
835,7400000, No,16400000,19400000,16
772,1200000, Yes,700000,3300000,6
710,1000000, Yes,100000,3200000,2
581,9500000, Yes,2800000,32500000,14
775,4500000, No,8700000,11700000,18
710,4900000, No,8700000,16000000,12
321,700000, Yes,1900000,2500000,8
761,9400000, No,22500000,28300000,20
674,8300000, Yes,1000000,31400000,6
899,5600000, Yes,10500000,13000000,4
567,4400000, Yes,2400000,12300000,8
771,2100000, No,5200000,5400000,8
360,4400000, Yes,6600000,10600000,4
425,6300000, No,15900000,19600000,6
496,9900000, No,10400000,30000000,18
705,700000, No,600000,1600000,20
427,3600000, No,10400000,12400000,14
552,5600000, Yes,3200000,21000000,2
725,1000000, Yes,3000000,3700000,8
553,6400000, Yes,14200000,15600000,8
725,8900000, No,8300000,19100000,2
481,9900000, No,14500000,26100000,2
847,4000000, Yes,10200000,8600000,4
666,7300000, Yes,14000000,25700000,10
477,8100000, No,4500000,25400000,6
446,6800000, Yes,3700000,22100000,4
630,2600000, Yes,6000000,8200000,8
613,300000, Yes,600000,1100000,20
851,2400000, Yes,3100000,7500000,4
339,6000000, No,3400000,20600000,12
857,3800000, Yes,11300000,11100000,16
467,7000000, Yes,10000000,22100000,14
355,5400000, Yes,11200000,12900000,16
428,6400000, No,12400000,16400000,6
450,7000000, Yes,10300000,24000000,14
348,2100000, Yes,5400000,4600000,4
459,4400000, Yes,5700000,15000000,12
847,8000000, No,4900000,31000000,8
523,3900000, Yes,800000,8300000,18
786,4700000, No,11100000,15200000,10
300,6800000, No,0,21200000,14
728,1800000, Yes,3500000,6500000,12
497,8600000, Yes,11400000,32000000,4
548,3600000, Yes,9900000,13700000,10
576,6800000, Yes,500000,22900000,6
863,1100000, Yes,800000,4100000,20
717,4000000, Yes,7400000,8400000,8
668,2500000, No,7400000,5900000,12
335,5400000, No,5900000,17400000,10
861,6600000, No,11700000,13600000,4
321,6000000, No,6900000,14900000,2
585,2200000, Yes,3600000,8300000,10
704,8800000, No,14400000,18500000,10
819,4000000, Yes,11100000,10300000,4
494,3600000, Yes,5300000,12400000,18
808,8100000, Yes,4800000,22500000,2
830,5200000, Yes,8900000,11000000,12
473,1100000, No,100000,2800000,14
392,7500000, No,5500000,29800000,4
806,7700000, No,21300000,20300000,12
340,5700000, No,3200000,21400000,8
555,5000000, Yes,12300000,13900000,8
499,500000, No,600000,1200000,16
467,8900000, No,18700000,21300000,10
797,1700000, No,2800000,6600000,4
762,500000, Yes,1400000,1300000,18
562,9900000, Yes,17300000,36500000,16
492,8400000, No,4000000,21800000,2
824,500000, Yes,500000,1700000,4
602,1700000, No,4900000,5700000,10
722,6500000, Yes,11900000,18300000,10
709,8900000, No,21600000,28400000,6
302,400000, No,200000,1400000,4
364,5700000, No,7900000,12300000,6
389,9600000, Yes,25200000,23800000,12
786,8500000, Yes,13300000,20000000,16
434,4000000, No,4500000,11500000,8
671,6300000, Yes,7900000,18100000,6
376,4000000, Yes,3000000,14700000,8
898,9400000, No,27600000,32200000,6
836,4100000, Yes,10500000,15500000,10
515,1100000, Yes,1000000,4400000,6
360,8700000, No,25300000,24800000,20
691,4900000, Yes,200000,12800000,2
510,2800000, Yes,2400000,9100000,14
389,9600000, No,1000000,23200000,18
348,6900000, Yes,4200000,19000000,14
504,2300000, Yes,1800000,8100000,2
658,6800000, No,7800000,21300000,20
641,2200000, Yes,5900000,5400000,16
327,5900000, No,7800000,19800000,20
726,7000000, Yes,11600000,20300000,18
828,9600000, Yes,26100000,34100000,20
755,6500000, No,9000000,14500000,12
788,3800000, Yes,1700000,7600000,20
832,9400000, No,19400000,25100000,20
554,2100000, No,3900000,8200000,4
811,8500000, Yes,22800000,26200000,8
649,3800000, Yes,6200000,12000000,2
830,3400000, Yes,3500000,9700000,20
707,5600000, Yes,4500000,11700000,6
483,8500000, Yes,18800000,33700000,10
349,2100000, Yes,100000,5500000,18
846,400000, No,300000,1500000,4
386,7900000, No,14300000,31500000,20
408,6900000, No,10000000,19200000,12
764,1800000, Yes,2200000,3900000,2
473,1200000, Yes,2100000,3200000,18
654,3600000, No,600000,9800000,12
551,7200000, No,15000000,22800000,2
850,9400000, No,13300000,21800000,6
646,9000000, No,12400000,24200000,4
793,1000000, Yes,2900000,2100000,8
551,5600000, No,14000000,19900000,16
346,900000, No,400000,2600000,4
540,9000000, Yes,11300000,19100000,14
892,3100000, No,5000000,9000000,20
570,8000000, Yes,1000000,20700000,6
874,3500000, Yes,1400000,11300000,16
553,3900000, No,8200000,12600000,8
649,9700000, No,10600000,34500000,10
439,4500000, No,8900000,15800000,14
621,6800000, No,13000000,24800000,8
